Title	Author	Date	Availability	Genre	Subgenre	Form	Regularisation	Nb of tokens (c.)	File	
CLÉMENTINE OU LES MEMBRES D'HONNEUR, DIALOGUE.	Eugène GONNET (abbé, 18..-18..)	1858	cc-by-nc-sa	theatre	other	verse	yes	2102	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GONNET_CLEMENTINE.xml	
GEORGE DANDIN ou LE MARI CONFONDU, COMÉDIE	Molière	1669	cc-by-nc-sa	theatre	comedy	prose	yes	11762	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MOLIERE_GEORGEDANDIN.xml	
L'ÉCOLE GALANTE OU L'ART D'AIMER, COMÉDIE	BIANCOLELLI, Pierre François	1711	cc-by-nc-sa	theatre	comedy	verse	yes	13083	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BIANCOLELLI_ECOLEGALANTE.xml	
LE BERGER EXTRAVAGANT, PASTORALE BURLESQUE.	Thomas CORNEILLE (1625-1709)	1652	cc-by-nc-sa	theatre	other	verse	yes	17124	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CORNEILLET_BERGEREXTRAVAGANT.xml	
LA TRÉSORIÈRE, COMÉDIE	Jacques GRÉVIN (1538-1570)	1561	ARR	theatre	comedy	verse	yes	9365	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GREVIN_TRESORIERE.xml	
L'APPARTEMENT À LOUER, COMÉDIE	PAIN, Joseph-Marie	1799	cc-by-nc-sa	theatre	comedy	mixed	yes	5052	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/PAIN_APPARTEMENTALOUER.xml	
LE HARENG SAUR, COMÉDIE.	CROS, Charles	1881	cc-by-nc-sa	theatre	other	verse	yes	225	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CROS_HARENGSAUR.xml	
LE RAMONEUR PRINCE, ET LE PRINCE RAMONEUR, COMÉDIE	Alexandre-Louis-Bertrand Robineau de BEAUNOIR (1746-1823)	1786	cc-by-nc-sa	theatre	comedy	prose	yes	7468	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BEAUNOIR_PRINCERAMONEUR.xml	
LE BON PAPA, DRAME EN UN ACTE.	GARNIER, Charles-Georges-Thomas	1785	cc-by-nc-sa	theatre	other	prose	yes	1936	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GARNIERT_BONPAPA.xml	
IPHIGÉNIE EN TAURIDE, TRAGÉDIE	GUYMOND DE LA TOUCHE, Claude	1778	cc-by-nc-sa	theatre	tragedy	verse	yes	12032	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GUIMONTDELATOUCHE_IPHIGENIE.xml	
LE COMTE DE BOURSOUFLE, COMÉDIE	VOLTAIRE (1694-1778)	1766	cc-by-nc-sa	theatre	comedy	prose	yes	8327	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/VOLTAIRE_COMTEDEBOURSOUFLE.xml	
L'ACTRICE NOUVELLE, COMÉDIE	POISSON, Philippe	1722	cc-by-nc-sa	theatre	comedy	verse	yes	5249	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/POISSON_ACTRICENOUVELLE.xml	
L'OMBRE DE MOLIÈRE, INERMÈDE.	BARBIER, P.J.	1847	cc-by-nc-sa	theatre	other	verse	yes	4950	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BARBIER_OMBREDEMOLIERE.xml	
LÉANDRE FIACRE, PARADE	GUEULLETTE, Thomas-Simon	1720	cc-by-nc-sa	theatre	other	prose	yes	1839	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GUEULLETTE_LEANDREFIACRE.xml	
LES GUÈBRES ou LA TOLÉRANCE , TRAGÉDIE	VOLTAIRE, François-Marie AROUET dit (1694-1778)	1769	cc-by-nc-sa	theatre	tragedy	verse	yes	15504	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/VOLTAIRE_GUEBRES.xml	
LA RANCUNE, PARODIE DE PHILOCTETE.	ROMAGNESI, Jean Antoine	1755	cc-by-nc-sa	theatre	comedy	verse	yes	5172	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ROMAGNESI_RANCUNE.xml	
LES ENFANTS TROUVÉS, OU LE SULTAN POLI PAR L'AMOUR, PARODIE DE LA TRAGÉDIE DE ZAÏRE, DE MONSIEUR DE VOLTAIRE	DOMINIQUE, BIANCOLELLI, RICCOBONI	1733	cc-by-nc-sa	theatre	other	verse	yes	5103	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BIANCOLLELI_ENFANTSTROUVES.xml	
LE VERT-GALANT, COMÉDIE	DANCOURT, Florent CARTON dit	1699	cc-by-nc-sa	theatre	comedy	prose	yes	7923	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DANCOURT_VERTGALANT.xml	
LES ENGAGEMENTS DU HASARD, COMÉDIE.	Thomas CORNEILLE (1625-1709)	1662	cc-by-nc-sa	theatre	tragedy	verse	yes	16182	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CORNEILLET_ENGAGEMENTSDUHASARD.xml	
DON BERNARD DE CABRERE, TRAGI-COMÉDIE	Jean de ROTROU (1609-1650)	1647	cc-by-nc-sa	theatre	tragicomedy	verse	yes	16844	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ROTROU_DOMBERNARDDECABRERE.xml	
LE QUINZE JANVIER, À PROPOS	Henri de BORNIER (1825-1901)	1860	cc-by-nc-sa	theatre	other	verse	yes	2514	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BORNIER_QUINZEJANVIER.xml	
ÉLECTRE, TRAGÉDIE.	SOPHOCLE	1877	cc-by-nc-sa	theatre	tragedy	prose	yes	12931	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/SOPHOCLE_ELECTRE.xml	
L'INTRIGUE DES CAROSSES À CINQ SOUS, COMÉDIE	CHEVALIER, Jean Simonin dit	1663	cc-by-nc-sa	theatre	comedy	verse	yes	9708	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CHEVALIER_INTRIGUEDESCARROSSES.xml	
PANDOSTE OU LA PRINCESSE MALHEUREUSE, TRAGÉDIE EN PROSE.	PUGET DE LA SERRE, Jean	1631	cc-by-nc-sa	theatre	tragedy	prose	yes	8658	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/PUGETDELASERRE_PANDOSTE_II.xml	
NOUVEAU PROLOGUE, ET NOUVEAUX DIVERTISSEMENTS POUR LA COMÉDIE DE L'INCONNU.	DANCOURT, Florent CARTON dit	1697	cc-by-nc-sa	theatre	comedy	prose	yes	7406	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DANCOURT_INCONNU.xml	
LA PROVINCIALE, COMÉDIE.	MARIVAUX, Pierre de (1688-1763)	1750	cc-by-nc-sa	theatre	comedy	prose	yes	11580	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MARIVAUX_PROVINCIALE.xml	
LA VÉRITABLE SÉMIRAMIS, TRAGÉDIE.	DESFONTAINES, Nicolas Marie dit	1647	cc-by-nc-sa	theatre	tragedy	verse	yes	27	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DESFONTAINES_VERITABLESEMIRAMIS.xml	
LEA COLOMBE, COMÉDIE	GENLIS, Stéphanie-Félicité Du Crest de (1746-1830)	1829	cc-by-nc-sa	theatre	comedy	prose	yes	3644	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GENLIS_COLOMBE.xml	
L'ÎLE SONNANTE, OPÉRA COMIQUE EN TROIS ACTES.	COLLE, Charles	1768	cc-by-nc-sa	theatre	other	mixed	yes	6411	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/COLLE_ILESONNANTE.xml	
L'ÉPREUVE, DRAME.	GARNIER, Charles-Georges-Thomas	1785	cc-by-nc-sa	theatre	other	prose	yes	2759	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GARNIERT_EPREUVE.xml	
LES DEUX BILLETS, COMÉDIE	FLORIAN, Jean Pierre Claris de	1779	cc-by-nc-sa	theatre	comedy	prose	yes	4771	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/FLORIAN_DEUXBILLETS.xml	
DIALOGUE ENTRE UN AUTEUR ET UN RECEVEUR DE LA CAPITATION	ROGER, Claude-Félix	1767	cc-by-nc-sa	theatre	other	prose	yes	4923	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ROGER_AUTEURCAPITATION.xml	
LES PRISONNIERS DE GUERRE	ROUSSEAU, Jean-Jacques	1752	cc-by-nc-sa	theatre	comedy	prose	yes	5463	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ROUSSEAU_PRISONNIERSDEGUERRE.xml	
LES LACÈNES OU LA CONSTANCE, TRAGÉDIE.	MONTCHRESTIEN Antoine de (1575?-1621)	1601	cc-by-nc-sa	theatre	tragedy	verse	yes	14722	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MONTCHRETIEN_LACENES.xml	
MOLIÈRE A LA NOUVELLE SALLE, OU LES AUDIENCES DE THALIE, COMÉDIE.	LA HARPE, Jean-François de	1782	cc-by-nc-sa	theatre	comedy	verse	yes	12250	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LAHARPE_MOLIERE.xml	
LES FILLES ERRANTES, OU LES INTRIGUES DES HÔTELLERIES, COMÉDIE EN TROIS ACTES	REGNARD, Jean-François (1655-1709)	1690	cc-by-nc-sa	theatre	comedy	prose	yes	8018	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/REGNARD_FILLESERRANTES.xml	
L'ÉCOLE DES MÈRES, EN CINQ ACTES ET EN VERS, COMÉDIE.	NIVELLE de la CHAUSSÉE, Pierre	1745	cc-by-nc-sa	theatre	comedy	verse	yes	19747	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/NIVELLE_ECOLEMERES.xml	
ARIANE, TRAGÉDIE	Thomas CORNEILLE (1625-1709)	1672	cc-by-nc-sa	theatre	tragedy	verse	yes	15060	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CORNEILLET_ARIANE.xml	
LE BIENFAIT RÉCOMPENSÉ, DRAME.	GARNIER, Charles-Georges-Thomas	1785	cc-by-nc-sa	theatre	other	prose	yes	3804	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GARNIERT_BIENFAITRECOMPENSE.xml	
CINQ MARS ET RICHLIEU	Adolphe JOLY (1820-1878)	1863	cc-by-nc-sa	theatre	other	verse	yes	1863	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/JOLY_CINQMARS.xml	
ACIS ET GALATÉE, PASTORALE HÉROÏQUE	Jean Galbert de CAMPISTRON (1656-1713)	1686	cc-by-nc-sa	theatre	other	verse	yes	4714	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CAMPISTRON_ACISGALATHEE.xml	
PHILOCTÈTE, TRAGÉDIE.	SOPHOCLE	1877	cc-by-nc-sa	theatre	tragedy	prose	yes	12746	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/SOPHOCLE_PHILOCTETE.xml	
DIALOGUES OU ENTRETIENS ENTRE UN SAUVAGE, ET LE BARON DE LAHONTAN.	GUEUDEVILLE, Nicolas (1652-1721?)	1704	cc-by-nc-sa	theatre	other	prose	yes	29050	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GUEUDEVILLE_DIALOGUESDELAHONTAN-1704.xml	
LES COUPS DE L'AMOUR ET DE LA FORTUNE, TRAGI-COMÉDIE	Philippe QUINAULT (1635-1688)	1655	cc-by-nc-sa	theatre	tragicomedy	verse	yes	15742	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/QUINAULT_COUPSDELAMOUR.xml	
LA RÉCONCILIATION NORMANDE, COMÉDIE.	DUFRESNY, Charles	1719	cc-by-nc-sa	theatre	comedy	verse	yes	13908	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DUFRESNY_RECONCILIATIONNORMANDE.xml	
LA FILLE DE MOLIÈRE, COMÉDIE	Édouard FOURNIER (1819-1880)	1863	ARR	theatre	comedy	verse	yes	7511	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/FOURNIER_FILLEDEMOLIERE.xml	
TROP VIEUX, MONOLOGUE.	FEYDEAU, Georges (1862-1921)	1887	cc-by-nc-sa	theatre	other	verse	yes	605	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/FEYDEAU_TROPVIEUX.xml	
LA BOÎTE DE PANDORE, COMÉDIE	POISSON, Philippe	1766	cc-by-nc-sa	theatre	comedy	verse	yes	6507	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/POISSON_BOITEDEPANDORE.xml	
LA COMÉDIE AU CHATEAU, PIÈCE EN UN ACTE	Louis-Dominique-Laurent AUDIFFRET (1790-1869)	1861	cc-by-nc-sa	theatre	comedy	mixed	yes	4877	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/AUDIFFRET_COMEDIEAUCHATEAU.xml	
NINUS SECOND, TRAGÉDIE.	PALISSOT de MONTENOY, Charles	1788	cc-by-nc-sa	theatre	tragedy	verse	yes	10214	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/PALISSOT_NINUS.xml	
LES JOUEUSES, DRAME EN UN ACTE.	GARNIER, Charles-Georges-Thomas	1785	cc-by-nc-sa	theatre	other	prose	yes	3317	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GARNIERT_JOUEUSES.xml	
LE FANATISME, TRAGÉDIE.	VOLTAIRE (1694-1778)	1753	cc-by-nc-sa	theatre	tragedy	verse	yes	18144	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/VOLTAIRE_FANATISME.xml	
LE POT AU NOIR ET LE POT AUX ROSES OU DAPHNIS ET HORTENSE, PASTORALE EN UN ACTE.	SAINT-PRIEST, Commandant	1789	cc-by-nc-sa	theatre	other	mixed	yes	3910	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/SAINTPRIEST_POTAUNOIRPOTAUXROSES.xml	
L'ÎLE DE LA RAISON ou les PETITS HOMMES, COMÉDIE	MARIVAUX, Pierre de (1688-1763)	1727	cc-by-nc-sa	theatre	comedy	prose	yes	19206	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MARIVAUX_ILEDELARAISON.xml	
L'AMOUR QUÊTEUR, COMÉDIE	Alexandre-Louis-Bertrand Robineau de BEAUNOIR (1746-1823)	1785	cc-by-nc-sa	theatre	comedy	prose	yes	5690	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BEAUNOIR_AMOURQUETEUR.xml	
COLIN-MAILLARD, COMÉDIE	DANCOURT, Florent CARTON dit	1701	cc-by-nc-sa	theatre	comedy	prose	yes	10383	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DANCOURT_COLIN-MAILLARD.xml	
LES PHILOSOPHES DE BOIS, COMÉDIE en un ACTE et en VERS.	POINSINET de SIVRY, Louis	1760	cc-by-nc-sa	theatre	comedy	verse	yes	3167	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/POINSINET_PHILOSOPHESDEBOIS.xml	
LE GROTTE DE VERSAILLES, ÉGLOGUE	Philippe QUINAULT (1635-1688)	1668	cc-by-nc-sa	theatre	other	verse	yes	1149	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/QUINAULT_GROTTE.xml	
LE PETIT MAÎTRE CORRIGÉ, COMÉDIE.	MARIVAUX, Pierre de (1688-1763)	1739	cc-by-nc-sa	theatre	comedy	prose	yes	17952	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MARIVAUX_PETITMAITRECORRIGE.xml	
LE TRIOMPHE DE L'AMOUR, COMÉDIE.	MARIVAUX, Pierre de (1688-1763)	1732	cc-by-nc-sa	theatre	comedy	prose	yes	19943	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MARIVAUX_TRIOMPHEDELAMOUR.xml	
L'IMPORTANT, PROVERBE	CARMONTELLE, Louis Carrogis, dit Louis de Carmontelle (1717-1806)	1771	cc-by-nc-sa	theatre	other	prose	yes	1887	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CARMONTELLE_IMPORTANT.xml	
L'IN-PROMPTU, opuscule dramatique.	SACY, Claude-Louis-Michel de (1746-1794)	1778	cc-by-nc-sa	theatre	other	prose	yes	2528	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/SACY_IMPROMPTU.xml	
L'ÉPOUSE DU CANTIQUE, PARAPHRASE	NADAL, Augustin	1738	cc-by-nc-sa	theatre	other	verse	yes	1054	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/NADAL_EPOUSEDUCANTIQUE.xml	
VEUVE !, DRAME.	Henry BECQUE (1837-1899)	1924	cc-by-nc-sa	theatre	comedy	prose	yes	1616	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BECQUE_VEUVE.xml	
HORATIUS COCLÈS, ACTE LYRIQUE.	Antoine Vincent ARNAULT (1766-1834)	1794	cc-by-nc-sa	theatre	other	verse	yes	2306	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ARNAULT_HORATIUSCOCLES.xml	
LE MARTYRE DE MARIE-ANTOINETTE D'AUTRICHE, REINE DE FRANCE. TRAGÉDIE EN CINQ ACTES.	SAINT-AIGNAN, Etienne	1796	cc-by-nc-sa	theatre	tragedy	verse	yes	15914	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/SAINTAIGNAN_MARTYREMARIEANTOINETTE.xml	
LES COMPLIMENTS, PIÈCE EN UNE SCÈNE.	RICCOBONI et ROMAGNESI	1736	cc-by-nc-sa	theatre	other	mixed	yes	2250	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/RICCOBONIROMAGNESI_COMPLIMENTS.xml	
LES AVENTURES DE NINETTE, COMÉDIE	(anonyme)	1833	cc-by-nc-sa	theatre	comedy	prose	yes	2218	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ANONYME_AVENTURESDENINETTE.xml	
LE JE NE SAIS QUOI, COMÉDIE	BOISSY, Louis de  (1694-1758)	1731	cc-by-nc-sa	theatre	comedy	verse	yes	28	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BOISSY_JENESAISQUOI.xml	
LES SOUPÇONS SUR LES APPARENCES, COMÉDIE	OUVILLE, Antoine le Métel	1650	cc-by-nc-sa	theatre	comedy	verse	yes	15358	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/OUVILLE_SOUPCONS.xml	
LA SYBILLE, PARODIE.	HARNY DE GUERVILLE	1758	cc-by-nc-sa	theatre	comedy	verse	yes	3867	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/HARNY_SYBILLE.xml	
ARMINUS, TRAGÉDIE	CAMPISTRON, Jean Galbert de (1656-1713)	1685	cc-by-nc-sa	theatre	tragedy	verse	yes	13229	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CAMPISTRON_ARMINIUSC.xml	
LE JOUEUR, COMÉDIE EN VERS et EN CINQ ACTES	REGNARD, Jean-François (1655-1709)	1692	cc-by-nc-sa	theatre	comedy	verse	yes	18446	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/REGNARD_JOUEUR.xml	
MADAME ARTUS, COMÉDIE	DANCOURT, Florent CARTON dit	1707	cc-by-nc-sa	theatre	comedy	verse	yes	16014	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DANCOURT_MADAMEARTUS.xml	
LE ROI ATTEND, PROLOGUE.	SAND, George (1804-1876)	1866	cc-by-nc-sa	theatre	other	prose	yes	4611	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/SAND_ROIATTEND.xml	
CLÉOPÂTRE, TRAGÉDIE	Isaac de BENSERADE (1613-1691)	1636	cc-by-nc-sa	theatre	tragedy	verse	yes	16938	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BENSERADE_CLEOPATRE.xml	
LA PARISIENNE, COMÉDIE	DANCOURT, Florent CARTON dit	1691	cc-by-nc-sa	theatre	comedy	prose	yes	7016	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DANCOURT_PARISIENNE.xml	
MÉROPE, TRAGÉDIE	VOLTAIRE (1694-1778)	1744	cc-by-nc-sa	theatre	tragedy	verse	yes	13228	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/VOLTAIRE_MEROPE.xml	
LES FÊTES DE L'AMOUR ET DE BACCHUS, PASTORALE	Philippe QUINAULT (1635-1688)	1672	cc-by-nc-sa	theatre	other	verse	yes	5211	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/QUINAULT_FETESAMOURBACCHUS.xml	
LA COUPE ENCHANTÉE, COMÉDIE	CHAMPMÉSLÉ, Charles Chevillet dit	1710	cc-by-nc-sa	theatre	comedy	verse	yes	7585	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CHAMPMESLE_COUPEENCHANTEE.xml	
UN MONSIEUR QUI NE VEUT PLUS FUMER	CROSSONNOIS Léon (1860-1909)	1881	cc-by-nc-sa	theatre	other	verse	yes	946	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CRESSONNOIS_MONSIEURQUINEVEUTPASFUMER.xml	
LE RETOUR DU JEUNE TOBIE, COMÉDIE	GENLIS, Stéphanie-Félicité Du Crest de (1746-1830)	1829	cc-by-nc-sa	theatre	comedy	prose	yes	3422	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GENLIS_RETOURDETOBIE.xml	
L'HABITANT DE LA GUADELOUPE, ou LA RÉDUCTION DE PARIS.	MERCIER, Louis-Sébastien	1786	cc-by-nc-sa	theatre	other	prose	yes	15730	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MERCIER_HABITANTGUADELOUPE.xml	
ANTIOCHUS, ou LES MACCABÉES, TRAGÉDIE	NADAL, Augustin	1723	cc-by-nc-sa	theatre	tragedy	verse	yes	14074	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/NADAL_ANTIOCHUS.xml	
ÇA N'EN EST PAS OU TOUT CE QUI RELUIT N'EST PAS OR	Louis François ARCHAMBAULT (1742-1812)	1779	cc-by-nc-sa	theatre	other	prose	yes	7847	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ARCHAMBAULT_CENESTPAS.xml	
SOCRATE, TRAGÉDIE	VOLTAIRE (1694-1778)	1759	cc-by-nc-sa	theatre	tragedy	prose	yes	9953	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/VOLTAIRE_SOCRATE.xml	
ARTAXERCE, TRAGÉDIE	Claude BOYER (1618-1698)	1683	cc-by-nc-sa	theatre	tragedy	verse	yes	24	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BOYER_ARTAXERCE.xml	
LE CARNAVAL DE VENISE	REGNARD, Jean-François (1655-1709)	1699	cc-by-nc-sa	theatre	other	verse	yes	5267	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/REGNARD_CARNAVALDEVENISE.xml	
LE JUGEMENT DERNIER DES ROIS, PROPHÉTIE.	MARÉCHAL, Pierre-Sylvain	1793	cc-by-nc-sa	theatre	comedy	prose	yes	6669	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MARECHAL_JUGEMENTDERNIERDESROIS.xml	
L'AMOUR SECRET, COMÉDIE	POISSON, Philippe	1722	cc-by-nc-sa	theatre	comedy	verse	yes	6884	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/POISSON_AMOURSECRET.xml	
LA MORT DE BUCÉPHALE EN UN ACTE EN VERS	ROUSSEAU, Pierre	1749	cc-by-nc-sa	theatre	other	verse	yes	4725	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ROUSSEAUP_MORTDEBUCEPHALE.xml	
JOSAPHAT, TRAGI-COMÉDIE	MAGNON, Jean (1620-1662)	1647	cc-by-nc-sa	theatre	tragicomedy	verse	yes	14618	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MAGNON_JOSAPHAT.xml	
ALFONSE DIT L'IMPUISSANT, TRAGÉDIE EN UN ACTE	COLLE, Charles	1740	cc-by-nc-sa	theatre	comedy	verse	yes	3979	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/COLLE_ALFONSE.xml	
LA VIE EST UN SONGE, COMÉDIE-HÉROÏQUE.	BOISSY, Louis de  (1694-1758)	1732	cc-by-nc-sa	theatre	other	verse	yes	11145	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BOISSY_VIEESTUNSONGE.xml	
GUSTAVE WASA, TRAGÉDIE	Alexis PIRON (1689-1773)	1733	cc-by-nc-sa	theatre	tragedy	verse	yes	19486	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/PIRON_GUSTAVEWASA.xml	
